Name;NO;Awal;STA_AWAL;STA_AKHIR;PANJANG;Kondisi;Tipe_Perke;Lebar_STA
KERTOSARI;12;"111?? 32' 33.463"" E";0+200;0+300;599,53853768600;RR;beton;6
KERTOSARI;12;"111?? 32' 33.463"" E";0+300;0+400;599,53853768600;RB;beton;6
KERTOSARI;12;"111?? 32' 33.463"" E";0+400;0+500;599,53853768600;baik;beton;6
KERTOSARI;12;"111?? 32' 33.463"" E";0+500;0+599;599,53853768600;baik;beton;6
KETANDAN;25;"111?? 34' 21.973"" E";0+000;0+100;3122,78383300000;sedang;beton;6
KETANDAN;25;"111?? 34' 21.973"" E";0+100;0+200;3122,78383300000;RR;beton;6
KETANDAN;25;"111?? 34' 21.973"" E";0+200;0+300;3122,78383300000;RB;beton;6
KETANDAN;25;"111?? 34' 21.973"" E";0+300;0+400;3122,78383300000;baik;beton;6
KETANDAN;25;"111?? 34' 21.973"" E";0+400;0+500;3122,78383300000;baik;beton;6
KETANDAN;25;"111?? 34' 21.973"" E";0+500;0+600;3122,78383300000;sedang;beton;6
KETANDAN;25;"111?? 34' 21.973"" E";0+600;0+700;3122,78383300000;RR;beton;6
KETANDAN;25;"111?? 34' 21.973"" E";0+700;0+800;3122,78383300000;RB;beton;6
KETANDAN;25;"111?? 34' 21.973"" E";0+800;0+900;3122,78383300000;baik;beton;6
KETANDAN;25;"111?? 34' 21.973"" E";0+900;1+000;3122,78383300000;baik;beton;6
KETANDAN;25;"111?? 34' 21.973"" E";1+000;1+100;3122,78383300000;sedang;beton;6
KETANDAN;25;"111?? 34' 21.973"" E";1+100;1+200;3122,78383300000;RR;beton;6
KETANDAN;25;"111?? 34' 21.973"" E";1+200;1+300;3122,78383300000;RB;beton;6
KETANDAN;25;"111?? 34' 21.973"" E";1+300;1+400;3122,78383300000;baik;beton;6
KETANDAN;25;"111?? 34' 21.973"" E";1+400;1+500;3122,78383300000;baik;beton;6
KETANDAN;25;"111?? 34' 21.973"" E";1+500;1+600;3122,78383300000;sedang;beton;6
KETANDAN;25;"111?? 34' 21.973"" E";1+600;1+700;3122,78383300000;RR;beton;6
KETANDAN;25;"111?? 34' 21.973"" E";1+700;1+800;3122,78383300000;RB;beton;6
KETANDAN;25;"111?? 34' 21.973"" E";1+800;1+900;3122,78383300000;baik;beton;6
KETANDAN;25;"111?? 34' 21.973"" E";1+900;2+000;3122,78383300000;baik;beton;6
KETANDAN;25;"111?? 34' 21.973"" E";2+000;2+100;3122,78383300000;sedang;beton;6
KETANDAN;25;"111?? 34' 21.973"" E";2+100;2+200;3122,78383300000;RR;beton;6
KETANDAN;25;"111?? 34' 21.973"" E";2+200;2+300;3122,78383300000;RB;beton;6
KETANDAN;25;"111?? 34' 21.973"" E";2+300;2+400;3122,78383300000;baik;beton;6
KETANDAN;25;"111?? 34' 21.973"" E";2+400;2+500;3122,78383300000;baik;beton;6
KETANDAN;25;"111?? 34' 21.973"" E";2+500;2+600;3122,78383300000;sedang;beton;6
KETANDAN;25;"111?? 34' 21.973"" E";2+600;2+700;3122,78383300000;RR;beton;6
KETANDAN;25;"111?? 34' 21.973"" E";2+700;2+800;3122,78383300000;RB;beton;6
KETANDAN;25;"111?? 34' 21.973"" E";2+800;2+900;3122,78383300000;baik;beton;6
KETANDAN;25;"111?? 34' 21.973"" E";2+900;3+000;3122,78383300000;baik;beton;6
KETANDAN;25;"111?? 34' 21.973"" E";3+000;3+100;3122,78383300000;sedang;beton;6
KETANDAN;25;"111?? 34' 21.973"" E";3+100;3+122;3122,78383300000;RR;beton;6
KINCANG WETAN;102;"111?? 28' 36.527"" E";0+000;0+100;1499,74094735000;RB;beton;6
KINCANG WETAN;102;"111?? 28' 36.527"" E";0+100;0+200;1499,74094735000;baik;beton;6
KINCANG WETAN;102;"111?? 28' 36.527"" E";0+200;0+300;1499,74094735000;baik;beton;6
KINCANG WETAN;102;"111?? 28' 36.527"" E";0+300;0+400;1499,74094735000;sedang;beton;6
KINCANG WETAN;102;"111?? 28' 36.527"" E";0+400;0+500;1499,74094735000;RR;beton;6
KINCANG WETAN;102;"111?? 28' 36.527"" E";0+500;0+600;1499,74094735000;RB;beton;6
KINCANG WETAN;102;"111?? 28' 36.527"" E";0+600;0+700;1499,74094735000;baik;beton;6
KINCANG WETAN;102;"111?? 28' 36.527"" E";0+700;0+800;1499,74094735000;baik;beton;6
KINCANG WETAN;102;"111?? 28' 36.527"" E";0+800;0+900;1499,74094735000;sedang;beton;6
KINCANG WETAN;102;"111?? 28' 36.527"" E";0+900;1+000;1499,74094735000;RR;beton;6
KINCANG WETAN;102;"111?? 28' 36.527"" E";1+000;1+100;1499,74094735000;RB;beton;6
KINCANG WETAN;102;"111?? 28' 36.527"" E";1+100;1+200;1499,74094735000;baik;beton;6
KINCANG WETAN;102;"111?? 28' 36.527"" E";1+200;1+300;1499,74094735000;baik;beton;6
KINCANG WETAN;102;"111?? 28' 36.527"" E";1+300;1+400;1499,74094735000;sedang;beton;6
KINCANG WETAN;102;"111?? 28' 36.527"" E";1+400;1+499;1499,74094735000;RR;beton;6
KLANGON;48;"111?? 47' 9.745"" E";0+000;0+100;1705,38103398000;RB;beton;6
KLANGON;48;"111?? 47' 9.745"" E";0+100;0+200;1705,38103398000;baik;beton;6
KLANGON;48;"111?? 47' 9.745"" E";0+200;0+300;1705,38103398000;baik;beton;6
KLANGON;48;"111?? 47' 9.745"" E";0+300;0+400;1705,38103398000;sedang;beton;6
KLANGON;48;"111?? 47' 9.745"" E";0+400;0+500;1705,38103398000;RR;beton;6
KLANGON;48;"111?? 47' 9.745"" E";0+500;0+600;1705,38103398000;RB;beton;6
KLANGON;48;"111?? 47' 9.745"" E";0+600;0+700;1705,38103398000;baik;beton;6
KLANGON;48;"111?? 47' 9.745"" E";0+700;0+800;1705,38103398000;baik;beton;6
KLANGON;48;"111?? 47' 9.745"" E";0+800;0+900;1705,38103398000;sedang;beton;6
KLANGON;48;"111?? 47' 9.745"" E";0+900;1+000;1705,38103398000;RR;beton;6
KLANGON;48;"111?? 47' 9.745"" E";1+000;1+100;1705,38103398000;RB;beton;6
KLANGON;48;"111?? 47' 9.745"" E";1+100;1+200;1705,38103398000;baik;beton;6
KLANGON;48;"111?? 47' 9.745"" E";1+200;1+300;1705,38103398000;baik;beton;6
KLANGON;48;"111?? 47' 9.745"" E";1+300;1+400;1705,38103398000;sedang;beton;6
KLANGON;48;"111?? 47' 9.745"" E";1+400;1+500;1705,38103398000;RR;beton;6
KLANGON;48;"111?? 47' 9.745"" E";1+500;1+600;1705,38103398000;RB;beton;6
KLANGON;48;"111?? 47' 9.745"" E";1+600;1+700;1705,38103398000;baik;beton;6
KLANGON;48;"111?? 47' 9.745"" E";1+700;1+705;1705,38103398000;baik;beton;6
KLOROGAN;10;"111?? 31' 18.602"" E";0+300;0+400;440,32266581700;sedang;beton;6
KLOROGAN;10;"111?? 31' 18.602"" E";0+000;0+100;440,32266581700;RR;beton;6
KLOROGAN;10;"111?? 31' 18.602"" E";0+100;0+200;440,32266581700;RB;beton;6
KLOROGAN;10;"111?? 31' 18.602"" E";0+200;0+300;440,32266581700;baik;beton;6
KLOROGAN;10;"111?? 31' 18.602"" E";0+400;0+440;440,32266581700;baik;beton;6
KLUMPIT;99;"111?? 32' 35.858"" E";0+000;0+100;505,98642170600;sedang;beton;6
KLUMPIT;99;"111?? 32' 35.858"" E";0+100;0+200;505,98642170600;RR;beton;6
KLUMPIT;99;"111?? 32' 35.858"" E";0+200;0+300;505,98642170600;RB;beton;6
KLUMPIT;99;"111?? 32' 35.858"" E";0+300;0+400;505,98642170600;baik;beton;6
KLUMPIT;99;"111?? 32' 35.858"" E";0+400;0+500;505,98642170600;baik;beton;6
KLUMPIT;99;"111?? 32' 35.858"" E";0+500;0+505;505,98642170600;sedang;beton;6
KLUMUTAN;49;"111?? 44' 4.058"" E";0+000;0+100;5340,43163851000;RR;beton;6
KLUMUTAN;49;"111?? 44' 4.058"" E";0+100;0+200;5340,43163851000;RB;beton;6
KLUMUTAN;49;"111?? 44' 4.058"" E";0+200;0+300;5340,43163851000;baik;beton;6
KLUMUTAN;49;"111?? 44' 4.058"" E";0+300;0+400;5340,43163851000;baik;beton;6
KLUMUTAN;49;"111?? 44' 4.058"" E";0+400;0+500;5340,43163851000;sedang;beton;6
KLUMUTAN;49;"111?? 44' 4.058"" E";0+500;0+600;5340,43163851000;RR;beton;6
KLUMUTAN;49;"111?? 44' 4.058"" E";0+600;0+700;5340,43163851000;RB;beton;6
KLUMUTAN;49;"111?? 44' 4.058"" E";0+700;0+800;5340,43163851000;baik;beton;6
KLUMUTAN;49;"111?? 44' 4.058"" E";0+800;0+900;5340,43163851000;baik;beton;6
KLUMUTAN;49;"111?? 44' 4.058"" E";0+900;1+000;5340,43163851000;sedang;beton;6
KLUMUTAN;49;"111?? 44' 4.058"" E";1+000;1+100;5340,43163851000;RR;beton;6
KLUMUTAN;49;"111?? 44' 4.058"" E";1+100;1+200;5340,43163851000;RB;beton;6
KLUMUTAN;49;"111?? 44' 4.058"" E";1+200;1+300;5340,43163851000;baik;beton;6
KLUMUTAN;49;"111?? 44' 4.058"" E";1+300;1+400;5340,43163851000;baik;beton;6
KLUMUTAN;49;"111?? 44' 4.058"" E";1+400;1+500;5340,43163851000;sedang;beton;6
KLUMUTAN;49;"111?? 44' 4.058"" E";1+500;1+600;5340,43163851000;RR;beton;6
KLUMUTAN;49;"111?? 44' 4.058"" E";1+600;1+700;5340,43163851000;RB;beton;6
KLUMUTAN;49;"111?? 44' 4.058"" E";1+700;1+800;5340,43163851000;baik;beton;6
KLUMUTAN;49;"111?? 44' 4.058"" E";1+800;1+900;5340,43163851000;baik;beton;6
KLUMUTAN;49;"111?? 44' 4.058"" E";1+900;2+000;5340,43163851000;sedang;beton;6
KLUMUTAN;49;"111?? 44' 4.058"" E";2+000;2+100;5340,43163851000;RR;beton;6
KLUMUTAN;49;"111?? 44' 4.058"" E";2+100;2+200;5340,43163851000;RB;beton;6
KLUMUTAN;49;"111?? 44' 4.058"" E";2+200;2+300;5340,43163851000;baik;beton;6
KLUMUTAN;49;"111?? 44' 4.058"" E";2+300;2+400;5340,43163851000;baik;beton;6
KLUMUTAN;49;"111?? 44' 4.058"" E";2+400;2+500;5340,43163851000;sedang;beton;6
KLUMUTAN;49;"111?? 44' 4.058"" E";2+500;2+600;5340,43163851000;RR;beton;6
KLUMUTAN;49;"111?? 44' 4.058"" E";2+600;2+700;5340,43163851000;RB;beton;6
KLUMUTAN;49;"111?? 44' 4.058"" E";2+700;2+800;5340,43163851000;baik;beton;6
KLUMUTAN;49;"111?? 44' 4.058"" E";2+800;2+900;5340,43163851000;baik;beton;6
KLUMUTAN;49;"111?? 44' 4.058"" E";2+900;3+000;5340,43163851000;sedang;beton;6
KLUMUTAN;49;"111?? 44' 4.058"" E";3+000;3+100;5340,43163851000;RR;beton;6
KLUMUTAN;49;"111?? 44' 4.058"" E";3+100;3+200;5340,43163851000;RB;beton;6
KLUMUTAN;49;"111?? 44' 4.058"" E";3+200;3+300;5340,43163851000;baik;beton;6
KLUMUTAN;49;"111?? 44' 4.058"" E";3+300;3+400;5340,43163851000;baik;beton;6
KLUMUTAN;49;"111?? 44' 4.058"" E";3+400;3+500;5340,43163851000;sedang;beton;6
KLUMUTAN;49;"111?? 44' 4.058"" E";3+500;3+600;5340,43163851000;RR;beton;6
KLUMUTAN;49;"111?? 44' 4.058"" E";3+600;3+700;5340,43163851000;RB;beton;6
KLUMUTAN;49;"111?? 44' 4.058"" E";3+700;3+800;5340,43163851000;baik;beton;6
KLUMUTAN;49;"111?? 44' 4.058"" E";3+800;3+900;5340,43163851000;baik;beton;6
KLUMUTAN;49;"111?? 44' 4.058"" E";3+900;4+000;5340,43163851000;sedang;beton;6
KLUMUTAN;49;"111?? 44' 4.058"" E";4+000;4+100;5340,43163851000;RR;beton;6
KLUMUTAN;49;"111?? 44' 4.058"" E";4+100;4+200;5340,43163851000;RB;beton;6
KLUMUTAN;49;"111?? 44' 4.058"" E";4+200;4+300;5340,43163851000;baik;beton;6
KLUMUTAN;49;"111?? 44' 4.058"" E";4+300;4+400;5340,43163851000;baik;beton;6
KLUMUTAN;49;"111?? 44' 4.058"" E";4+400;4+500;5340,43163851000;sedang;beton;6
KLUMUTAN;49;"111?? 44' 4.058"" E";4+500;4+600;5340,43163851000;RR;beton;6
KLUMUTAN;49;"111?? 44' 4.058"" E";4+600;4+700;5340,43163851000;RB;beton;6
KLUMUTAN;49;"111?? 44' 4.058"" E";4+700;4+800;5340,43163851000;baik;beton;6
KLUMUTAN;49;"111?? 44' 4.058"" E";4+800;4+900;5340,43163851000;baik;beton;6
KLUMUTAN;49;"111?? 44' 4.058"" E";4+900;5+000;5340,43163851000;sedang;beton;6
KLUMUTAN;49;"111?? 44' 4.058"" E";5+000;5+100;5340,43163851000;RR;beton;6
KLUMUTAN;49;"111?? 44' 4.058"" E";5+100;5+200;5340,43163851000;RB;beton;6
KLUMUTAN;49;"111?? 44' 4.058"" E";5+200;5+300;5340,43163851000;baik;beton;6
KLUMUTAN;49;"111?? 44' 4.058"" E";5+300;5+340;5340,43163851000;baik;beton;6
KRADINAN;15;"111?? 31' 47.201"" E";0+000;0+100;535,77899427600;sedang;beton;6
KRADINAN;15;"111?? 31' 47.201"" E";0+100;0+200;535,77899427600;RR;beton;6
KRADINAN;15;"111?? 31' 47.201"" E";0+200;0+300;535,77899427600;RB;beton;6
KRADINAN;15;"111?? 31' 47.201"" E";0+300;0+400;535,77899427600;baik;beton;6
KRADINAN;15;"111?? 31' 47.201"" E";0+400;0+500;535,77899427600;baik;beton;6
KRADINAN;15;"111?? 31' 47.201"" E";0+500;0+535;535,77899427600;sedang;beton;6
KRANGGAN;13;"111?? 31' 20.320"" E";0+000;0+100;1375,09932907000;RR;beton;6
KRANGGAN;13;"111?? 31' 20.320"" E";0+100;0+200;1375,09932907000;RB;beton;6
KRANGGAN;13;"111?? 31' 20.320"" E";0+200;0+300;1375,09932907000;baik;beton;6
KRANGGAN;13;"111?? 31' 20.320"" E";0+300;0+400;1375,09932907000;baik;beton;6
KRANGGAN;13;"111?? 31' 20.320"" E";0+400;0+500;1375,09932907000;sedang;beton;6
KRANGGAN;13;"111?? 31' 20.320"" E";0+500;0+600;1375,09932907000;RR;beton;6
KRANGGAN;13;"111?? 31' 20.320"" E";0+600;0+700;1375,09932907000;RB;beton;6
KRANGGAN;13;"111?? 31' 20.320"" E";0+700;0+800;1375,09932907000;baik;beton;6
KRANGGAN;13;"111?? 31' 20.320"" E";0+800;0+900;1375,09932907000;baik;beton;6
KRANGGAN;13;"111?? 31' 20.320"" E";0+900;1+000;1375,09932907000;sedang;beton;6
KRANGGAN;13;"111?? 31' 20.320"" E";1+000;1+100;1375,09932907000;RR;beton;6
KRANGGAN;13;"111?? 31' 20.320"" E";1+100;1+200;1375,09932907000;RB;beton;6
KRANGGAN;13;"111?? 31' 20.320"" E";1+200;1+300;1375,09932907000;baik;beton;6
KRANGGAN;13;"111?? 31' 20.320"" E";1+300;1+375;1375,09932907000;baik;beton;6
KUWU I;87;"111?? 37' 43.503"" E";0+000;0+100;1486,23154717000;sedang;beton;6
KUWU I;87;"111?? 37' 43.503"" E";0+100;0+200;1486,23154717000;RR;beton;6
KUWU I;87;"111?? 37' 43.503"" E";0+200;0+300;1486,23154717000;RB;beton;6
KUWU I;87;"111?? 37' 43.503"" E";0+300;0+400;1486,23154717000;baik;beton;6
KUWU I;87;"111?? 37' 43.503"" E";0+400;0+500;1486,23154717000;baik;beton;6
KUWU I;87;"111?? 37' 43.503"" E";0+500;0+600;1486,23154717000;sedang;beton;6
KUWU I;87;"111?? 37' 43.503"" E";0+600;0+700;1486,23154717000;RR;beton;6
KUWU I;87;"111?? 37' 43.503"" E";0+700;0+800;1486,23154717000;RB;beton;6
KUWU I;87;"111?? 37' 43.503"" E";0+800;0+900;1486,23154717000;baik;beton;6
KUWU I;87;"111?? 37' 43.503"" E";0+900;1+000;1486,23154717000;baik;beton;6
KUWU I;87;"111?? 37' 43.503"" E";1+000;1+100;1486,23154717000;sedang;beton;6
KUWU I;87;"111?? 37' 43.503"" E";1+100;1+200;1486,23154717000;RR;beton;6
KUWU I;87;"111?? 37' 43.503"" E";1+200;1+300;1486,23154717000;RB;beton;6
KUWU I;87;"111?? 37' 43.503"" E";1+300;1+400;1486,23154717000;baik;beton;6
KUWU I;87;"111?? 37' 43.503"" E";1+400;1+486;1486,23154717000;baik;beton;6
KUWU II;88;"111?? 37' 15.691"" E";0+000;0+100;1195,21064962000;sedang;beton;6
KUWU II;88;"111?? 37' 15.691"" E";0+100;0+200;1195,21064962000;RR;beton;6
KUWU II;88;"111?? 37' 15.691"" E";0+200;0+300;1195,21064962000;RB;beton;6
KUWU II;88;"111?? 37' 15.691"" E";0+300;0+400;1195,21064962000;baik;beton;6
KUWU II;88;"111?? 37' 15.691"" E";0+400;0+500;1195,21064962000;baik;beton;6
KUWU II;88;"111?? 37' 15.691"" E";0+500;0+600;1195,21064962000;sedang;beton;6
KUWU II;88;"111?? 37' 15.691"" E";0+600;0+700;1195,21064962000;RR;beton;6
KUWU II;88;"111?? 37' 15.691"" E";0+700;0+800;1195,21064962000;RB;beton;6
KUWU II;88;"111?? 37' 15.691"" E";0+800;0+900;1195,21064962000;baik;beton;6
KUWU II;88;"111?? 37' 15.691"" E";0+900;1+000;1195,21064962000;baik;beton;6
KUWU II;88;"111?? 37' 15.691"" E";1+000;1+100;1195,21064962000;sedang;beton;6
KUWU II;88;"111?? 37' 15.691"" E";1+100;1+195;1195,21064962000;RR;beton;6
KWANGSEN;103;"111?? 28' 22.767"" E";0+000;0+100;1178,38186970000;RB;beton;6
KWANGSEN;103;"111?? 28' 22.767"" E";0+100;0+200;1178,38186970000;baik;beton;6
KWANGSEN;103;"111?? 28' 22.767"" E";0+200;0+300;1178,38186970000;baik;beton;6
KWANGSEN;103;"111?? 28' 22.767"" E";0+300;0+400;1178,38186970000;sedang;beton;6
KWANGSEN;103;"111?? 28' 22.767"" E";0+400;0+500;1178,38186970000;RR;beton;6
KWANGSEN;103;"111?? 28' 22.767"" E";0+500;0+600;1178,38186970000;RB;beton;6
KWANGSEN;103;"111?? 28' 22.767"" E";0+600;0+700;1178,38186970000;baik;beton;6
KWANGSEN;103;"111?? 28' 22.767"" E";0+700;0+800;1178,38186970000;baik;beton;6
KWANGSEN;103;"111?? 28' 22.767"" E";0+800;0+900;1178,38186970000;sedang;beton;6
KWANGSEN;103;"111?? 28' 22.767"" E";0+900;1+000;1178,38186970000;RR;beton;6
KWANGSEN;103;"111?? 28' 22.767"" E";1+000;1+100;1178,38186970000;RB;beton;6
KWANGSEN;103;"111?? 28' 22.767"" E";1+100;1+178;1178,38186970000;baik;beton;6
LEMBAH;14;"111?? 29' 55.286"" E";0+000;0+100;951,26816923300;baik;beton;6
LEMBAH;14;"111?? 29' 55.286"" E";0+100;0+200;951,26816923300;sedang;beton;6
LEMBAH;14;"111?? 29' 55.286"" E";0+200;0+300;951,26816923300;RR;beton;6
LEMBAH;14;"111?? 29' 55.286"" E";0+300;0+400;951,26816923300;RB;beton;6
LEMBAH;14;"111?? 29' 55.286"" E";0+400;0+500;951,26816923300;baik;beton;6
LEMBAH;14;"111?? 29' 55.286"" E";0+500;0+600;951,26816923300;baik;beton;6
LEMBAH;14;"111?? 29' 55.286"" E";0+600;0+700;951,26816923300;sedang;beton;6
LEMBAH;14;"111?? 29' 55.286"" E";0+700;0+800;951,26816923300;RR;beton;6
LEMBAH;14;"111?? 29' 55.286"" E";0+800;0+900;951,26816923300;RB;beton;6
LEMBAH;14;"111?? 29' 55.286"" E";0+900;0+951;951,26816923300;baik;beton;6
LUWORO;54;"111?? 38' 21.448"" E";0+000;0+100;1755,38930308000;baik;beton;6
LUWORO;54;"111?? 38' 21.448"" E";0+100;0+200;1755,38930308000;sedang;beton;6
LUWORO;54;"111?? 38' 21.448"" E";0+200;0+300;1755,38930308000;RR;beton;6
LUWORO;54;"111?? 38' 21.448"" E";0+300;0+400;1755,38930308000;RB;beton;6
LUWORO;54;"111?? 38' 21.448"" E";0+400;0+500;1755,38930308000;baik;beton;6
LUWORO;54;"111?? 38' 21.448"" E";0+500;0+600;1755,38930308000;baik;beton;6
LUWORO;54;"111?? 38' 21.448"" E";0+600;0+700;1755,38930308000;sedang;beton;6
LUWORO;54;"111?? 38' 21.448"" E";0+700;0+800;1755,38930308000;RR;beton;6
LUWORO;54;"111?? 38' 21.448"" E";0+800;0+900;1755,38930308000;RB;beton;6
LUWORO;54;"111?? 38' 21.448"" E";0+900;1+000;1755,38930308000;baik;beton;6
LUWORO;54;"111?? 38' 21.448"" E";1+000;1+100;1755,38930308000;baik;beton;6
LUWORO;54;"111?? 38' 21.448"" E";1+100;1+200;1755,38930308000;sedang;beton;6
LUWORO;54;"111?? 38' 21.448"" E";1+200;1+300;1755,38930308000;RR;beton;6
LUWORO;54;"111?? 38' 21.448"" E";1+300;1+400;1755,38930308000;RB;beton;6
LUWORO;54;"111?? 38' 21.448"" E";1+400;1+500;1755,38930308000;baik;beton;6
LUWORO;54;"111?? 38' 21.448"" E";1+500;1+600;1755,38930308000;baik;beton;6
LUWORO;54;"111?? 38' 21.448"" E";1+600;1+700;1755,38930308000;sedang;beton;6
LUWORO;54;"111?? 38' 21.448"" E";1+700;1+755;1755,38930308000;RR;beton;6
MEJAYAN;63;"111?? 39' 38.442"" E";0+000;0+100;1666,14897846000;RB;beton;6
MEJAYAN;63;"111?? 39' 38.442"" E";0+100;0+200;1666,14897846000;baik;beton;6
MEJAYAN;63;"111?? 39' 38.442"" E";0+200;0+300;1666,14897846000;baik;beton;6
MEJAYAN;63;"111?? 39' 38.442"" E";0+300;0+400;1666,14897846000;sedang;beton;6
MEJAYAN;63;"111?? 39' 38.442"" E";0+400;0+500;1666,14897846000;RR;beton;6
MEJAYAN;63;"111?? 39' 38.442"" E";0+500;0+600;1666,14897846000;RB;beton;6
MEJAYAN;63;"111?? 39' 38.442"" E";0+600;0+700;1666,14897846000;baik;beton;6
MEJAYAN;63;"111?? 39' 38.442"" E";0+700;0+800;1666,14897846000;baik;beton;6
MEJAYAN;63;"111?? 39' 38.442"" E";0+800;0+900;1666,14897846000;sedang;beton;6
MEJAYAN;63;"111?? 39' 38.442"" E";0+900;1+000;1666,14897846000;RR;beton;6
MEJAYAN;63;"111?? 39' 38.442"" E";1+000;1+100;1666,14897846000;RB;beton;6
MEJAYAN;63;"111?? 39' 38.442"" E";1+100;1+200;1666,14897846000;baik;beton;6
MEJAYAN;63;"111?? 39' 38.442"" E";1+200;1+300;1666,14897846000;baik;beton;6
MEJAYAN;63;"111?? 39' 38.442"" E";1+300;1+400;1666,14897846000;sedang;beton;6
MEJAYAN;63;"111?? 39' 38.442"" E";1+400;1+500;1666,14897846000;RR;beton;6
MEJAYAN;63;"111?? 39' 38.442"" E";1+500;1+600;1666,14897846000;RB;beton;6
MEJAYAN;63;"111?? 39' 38.442"" E";1+600;1+666;1666,14897846000;baik;beton;6
MENDAK;30;"111?? 37' 51.936"" E";0+000;0+100;1652,32839161000;baik;beton;6
MENDAK;30;"111?? 37' 51.936"" E";0+100;0+200;1652,32839161000;sedang;beton;6
MENDAK;30;"111?? 37' 51.936"" E";0+200;0+300;1652,32839161000;RR;beton;6
MENDAK;30;"111?? 37' 51.936"" E";0+300;0+400;1652,32839161000;RB;beton;6
MENDAK;30;"111?? 37' 51.936"" E";0+400;0+500;1652,32839161000;baik;beton;6
MENDAK;30;"111?? 37' 51.936"" E";0+500;0+600;1652,32839161000;baik;beton;6
MENDAK;30;"111?? 37' 51.936"" E";0+600;0+700;1652,32839161000;sedang;beton;6
MENDAK;30;"111?? 37' 51.936"" E";0+700;0+800;1652,32839161000;RR;beton;6
MENDAK;30;"111?? 37' 51.936"" E";0+800;0+900;1652,32839161000;RB;beton;6
MENDAK;30;"111?? 37' 51.936"" E";0+900;1+000;1652,32839161000;baik;beton;6
MENDAK;30;"111?? 37' 51.936"" E";1+000;1+100;1652,32839161000;baik;beton;6
MENDAK;30;"111?? 37' 51.936"" E";1+100;1+200;1652,32839161000;sedang;beton;6
MENDAK;30;"111?? 37' 51.936"" E";1+200;1+300;1652,32839161000;RR;beton;6
MENDAK;30;"111?? 37' 51.936"" E";1+300;1+400;1652,32839161000;RB;beton;6
MENDAK;30;"111?? 37' 51.936"" E";1+400;1+500;1652,32839161000;baik;beton;6
MENDAK;30;"111?? 37' 51.936"" E";1+500;1+600;1652,32839161000;baik;beton;6
MENDAK;30;"111?? 37' 51.936"" E";1+600;1+652;1652,32839161000;sedang;beton;6
MOJOPURNO;38;"111?? 33' 8.770"" E";0+000;0+100;967,10393748100;RR;beton;6
MOJOPURNO;38;"111?? 33' 8.770"" E";0+100;0+200;967,10393748100;RB;beton;6
MOJOPURNO;38;"111?? 33' 8.770"" E";0+200;0+300;967,10393748100;baik;beton;6
MOJOPURNO;38;"111?? 33' 8.770"" E";0+300;0+400;967,10393748100;baik;beton;6
MOJOPURNO;38;"111?? 33' 8.770"" E";0+400;0+500;967,10393748100;sedang;beton;6
MOJOPURNO;38;"111?? 33' 8.770"" E";0+500;0+600;967,10393748100;RR;beton;6
MOJOPURNO;38;"111?? 33' 8.770"" E";0+600;0+700;967,10393748100;RB;beton;6
MOJOPURNO;38;"111?? 33' 8.770"" E";0+700;0+800;967,10393748100;baik;beton;6
MOJOPURNO;38;"111?? 33' 8.770"" E";0+800;0+900;967,10393748100;baik;beton;6
MOJOPURNO;38;"111?? 33' 8.770"" E";0+900;0+967;967,10393748100;sedang;beton;6
MOJOREJO;4;"111?? 27' 44.105"" E";0+000;0+100;822,60198401300;RR;beton;6
MOJOREJO;4;"111?? 27' 44.105"" E";0+100;0+200;822,60198401300;RB;beton;6
MOJOREJO;4;"111?? 27' 44.105"" E";0+200;0+300;822,60198401300;baik;beton;6
MOJOREJO;4;"111?? 27' 44.105"" E";0+300;0+400;822,60198401300;baik;beton;6
MOJOREJO;4;"111?? 27' 44.105"" E";0+400;0+500;822,60198401300;sedang;beton;6
MOJOREJO;4;"111?? 27' 44.105"" E";0+500;0+600;822,60198401300;RR;beton;6
MOJOREJO;4;"111?? 27' 44.105"" E";0+600;0+700;822,60198401300;RB;beton;6
MOJOREJO;4;"111?? 27' 44.105"" E";0+700;0+800;822,60198401300;baik;beton;6
MOJOREJO;4;"111?? 27' 44.105"" E";0+800;0+822;822,60198401300;baik;beton;6
NGADIREJO;72;"111?? 36' 20.892"" E";0+000;0+100;1351,50200417000;sedang;beton;6
NGADIREJO;72;"111?? 36' 20.892"" E";0+100;0+200;1351,50200417000;RR;beton;6
NGADIREJO;72;"111?? 36' 20.892"" E";0+200;0+300;1351,50200417000;RB;beton;6
NGADIREJO;72;"111?? 36' 20.892"" E";0+300;0+400;1351,50200417000;baik;beton;6
NGADIREJO;72;"111?? 36' 20.892"" E";0+400;0+500;1351,50200417000;baik;beton;6
NGADIREJO;72;"111?? 36' 20.892"" E";0+500;0+600;1351,50200417000;sedang;beton;6
NGADIREJO;72;"111?? 36' 20.892"" E";0+600;0+700;1351,50200417000;RR;beton;6
NGADIREJO;72;"111?? 36' 20.892"" E";0+700;0+800;1351,50200417000;RB;beton;6
NGADIREJO;72;"111?? 36' 20.892"" E";0+800;0+900;1351,50200417000;baik;beton;6
NGADIREJO;72;"111?? 36' 20.892"" E";0+900;1+000;1351,50200417000;baik;beton;6
NGADIREJO;72;"111?? 36' 20.892"" E";1+000;1+100;1351,50200417000;sedang;beton;6
NGADIREJO;72;"111?? 36' 20.892"" E";1+100;1+200;1351,50200417000;RR;beton;6
